DateTime,AddedIPs,RemovedIPs
1578907321,3,0
1578907922,59,42
1578908521,2,0
1578909122,1,0
1578909806,4,2
1578910922,1,0
1578911521,2,0
1578912122,2,0
1578913406,57,35
1578913921,0,1
1578915121,46,38
1578915722,1,0
1578916921,1,0
1578916946,0,1
1578918121,2,0
1578919321,2,0
1578919922,1,0
1578920606,39,37
1578921721,1,0
1578922321,56,50
1578922921,1,2
1578923521,1,0
1578924206,1,2
1578925921,56,44
1578926521,2,0
1578927122,2,0
1578928321,7,0
1578928921,3,0
1578929582,68,45
1578931321,1,0
1578931921,1,0
1578933121,47,53
1578935006,1,0
1578936721,66,51
1578937321,1,0
1578937922,6,0
1578939121,1,0
1578939721,4,0
1578942146,69,37
1578943321,0,1
1578943921,75,54
1578944521,2,0
1578945121,1,0
1578946322,3,0
1578946921,1,0
1578947470,55,68
1578948121,2,1
1578948722,4,0
1578949346,0,1
1578949921,2,1
1578950522,1,0
1578951721,6,0
1578952946,61,60
1578953521,2,0
1578954122,5,0
1578954721,1,0
1578957122,57,73
1578958288,47,95
1578958321,1,0
1578958921,3,0
1578960146,1,0
1578960721,1,0
1578961321,1,0
1578961865,50,63
1578962521,4,0
1578964321,8,0
1578965471,52,52
1578965521,4,0
1578967406,4,0
1578968685,2104,817
1578969122,30,45
1578969721,3,0
1578971007,5,0
1578972694,62,70
1578973321,5,0
1578973921,8,0
1578974522,1,0
1578974546,0,1
1578975722,3,0
1578976322,60,81
1578978146,58,53
1578979322,1,0
1578979922,0,1
1578981121,1,0
1578981747,54,55
1578982322,1,0
1578982922,3,0
1578984121,100,88
1578985407,48,34
1578985921,6,0
1578986521,5,0
1578987121,7,0
1578987721,1,0
1578988321,1,0
1578988947,58,34
1578989522,1,0
1578991322,2,0
1578992607,0,2
1578993721,1,0
1578994322,53,43
1578994921,3,0
1578995521,4,0
1578997321,1,0
1578998521,60,46
1578999121,2,0
1579000322,1,0
1579000921,1,0
1579001470,44,33
1579002121,1,0
1579003347,44,34
1579004522,6,0
1579005722,1,0
1579006321,1,0
1579006947,1,0
1579007521,2,0
1579008721,51,48
1579009322,1,0
1579010547,0,3
1579011121,1,0
1579011721,1,0
1579012322,48,48
1579012921,2,0
1579013521,1,0
1579014147,7,1
1579015321,7,0
1579015922,64,40
1579016521,1,0
1579017747,0,3
1579019521,50,53
1579021322,0,1
1579023121,1,0
1579024321,3,0
1579024962,61,47
1579026122,1,0
1579026681,71,50
1579026721,3,1
1579027322,3,0
1579028607,5,1
1579029122,1,0
1579029722,3,0
1579030273,52,46
1579030921,1,0
1579031522,3,1
1579033321,5,0
1579033921,67,47
1579034522,1,0
1579035748,0,1
1579036322,0,1
1579036921,1,0
1579037521,68,69
1579038121,16,0
1579038721,3,0
1579039321,2,0
1579040521,3,1
1579041121,53,80
1579044671,54,103
1579045321,8,0
1579046607,0,2
1579047121,0,2
1579047721,2,0
1579048321,72,58
1579048921,4,0
1579050148,2,0
1579050721,1,0
1579051321,1,0
1579051921,44,64
1579052522,3,0
1579053121,6,0
1579054321,2,0
1579054922,1,0
1579055811,952,438
1579056121,1,3
1579057348,63,69
1579059121,3,0
1579059721,4,0
1579060322,1,0
1579060949,3,26
1579061521,6,0
1579063921,1,0
1579064549,106,76
1579066321,50,51
1579066921,1,0
1579067521,1,0
1579068209,1,1
1579069900,52,55
1579071748,3,2
1579072921,1,0
1579073475,54,32
1579074121,14,0
1579075408,4,2
1579076521,2,0
1579077122,49,37
1579077721,0,1
1579079008,5,0
1579080121,2,0
1579080721,58,50
1579081322,2,0
1579081921,2,0
1579083122,3,0
1579083722,1,0
1579084322,1,0
1579084922,1,0
1579085521,6,0
1579086209,71,38
1579086721,1,0
1579087322,1,0
