DateTime,AddedIPs,RemovedIPs
1578791973,40,27
1578792750,22,26
1578793412,7,7
1578794134,11,18
1578794914,8,8
1578795574,7,7
1578796293,19,7
1578796810,8,12
1578797013,9,4
1578797733,12,9
1578798751,19,19
1578799413,7,3
1578800134,8,50
1578800853,7,8
1578801573,3,13
1578802292,5,6
1578802586,5,21
1578803013,5,9
1578803780,12,9
1578804743,12,16
1578805459,71,278
1578806133,9,8
1578806649,7,13
1578806853,6,9
1578807573,8,9
1578808294,12,7
1578808577,8,11
1578809013,7,13
1578809734,5,3
1578810504,14,20
1578811173,13,2
1578811893,10,8
1578812413,5,21
1578812853,10,17
1578813573,3,10
1578814293,6,5
1578815012,25,9
1578815533,16,16
1578815732,9,8
1578816694,10,15
1578817459,14,23
1578818133,14,14
1578818853,8,10
1578819377,13,21
1578819573,8,8
1578820357,8,1
1578820772,13,8
1578821285,4,19
1578821493,5,6
1578822212,8,3
1578822934,5,7
1578823218,11,0
1578823653,9,7
1578824613,14,11
1578825130,11,14
1578825333,4,8
1578826052,3,5
1578826773,6,15
1578827300,11,28
1578827732,8,6
1578828453,13,5
1578829225,16,28
1578829892,10,9
1578830853,5,11
1578831391,11,17
1578831573,5,5
1578832293,3,2
1578833012,6,4
1578833532,16,0
1578833734,6,5
1578834694,7,13
1578835213,13,0
1578835458,22,32
1578836377,6,10
1578837092,1,7
1578837375,9,19
1578838053,13,9
1578838773,11,7
1578839285,12,23
1578839493,3,4
1578840212,7,7
1578841204,7,13
1578841892,17,10
1578842613,2,4
1578843141,8,21
1578843573,3,19
1578844293,9,2
1578845067,7,26
1578845734,4,15
1578846452,7,5
1578846992,6,12
1578847174,3,4
1578847893,3,7
1578848613,4,7
1578849147,17,8
1578849573,5,4
1578850093,11,0
1578850292,10,5
1578851059,19,30
1578851733,8,4
1578852693,7,8
1578853217,11,16
1578853413,9,5
1578854180,8,7
1578854853,4,8
1578855125,18,12
1578855572,6,8
1578856292,7,7
1578857065,17,21
1578857732,6,6
1578858503,5,5
1578858965,13,17
1578859892,13,14
1578860613,5,4
1578860886,6,11
1578861574,7,64
1578862341,3,12
1578862808,21,16
1578863253,9,11
1578863973,5,5
1578864483,1,0
1578864753,45,23
1578865413,5,7
1578866179,5,5
1578866653,15,12
1578866854,8,5
1578867573,3,7
1578868294,4,5
1578868577,15,16
1578869012,5,7
1578869732,7,4
1578870453,7,10
1578871172,6,8
1578871892,6,9
1578872407,11,47
1578872613,11,5
1578873333,10,11
1578874358,26,34
1578875014,14,7
1578875732,14,7
1578876248,6,16
1578876452,11,12
1578877174,10,9
1578877894,15,19
1578878172,8,17
1578878613,13,13
1578879389,23,17
1578880106,15,29
1578880773,15,6
1578881493,11,3
1578882017,6,8
1578882213,12,9
1578882933,15,20
1578883653,8,9
1578883925,8,15
1578884372,4,6
1578885094,10,12
1578885865,13,19
1578886533,9,5
1578887254,6,7
1578887765,10,25
1578887973,13,2
1578888693,3,4
1578889412,9,4
1578890133,16,9
1578890853,4,5
1578891625,291,901
1578892292,9,5
1578893013,6,8
1578893544,12,15
1578893734,6,9
1578894010,24,1
1578894453,9,11
1578895173,4,8
1578895699,18,15
1578895893,7,5
