DateTime,AddedIPs,RemovedIPs
1578402852,1,0
1578404112,1,0
1578405777,0,1
1578408314,0,1
1578412575,0,1
1578413652,1,0
1578415515,1,2
1578417252,1,0
1578418399,1,2
1578421814,0,1
1578424515,0,1
1578425710,2,0
1578428054,0,28
1578428893,1,0
1578430830,1,0
1578440714,0,1
1578442452,2,1
1578444509,1,1
1578445812,1,0
1578447734,0,1
1578460455,0,1
1578462134,0,1
1578465734,0,1
1578467652,1,2
1578470114,1,2
1578471253,0,1
1578472812,0,2
1578479714,0,1
1578480914,0,1
1578486913,1,2
1578489254,0,2
1578490934,1,2
1578492914,2,0
1578496515,1,0
1578498135,0,1
1578500116,0,1
1578501616,0,1
1578504491,1,0
1578506013,1,0
1578507252,2,0
1578511692,1,0
1578512538,0,2
1578513375,1,0
1578514517,1,0
1578516015,2,0
1578517301,0,1
1578518892,1,0
1578520513,1,1
1578528615,1,0
1578530533,1,0
1578533394,0,2
1578535822,1,0
1578541333,0,2
1578543016,1,0
1578546622,2,1
1578551402,1,0
1578553236,1,0
1578556575,1,0
1578562934,0,5
1578564853,0,5
1578565694,1,0
1578568222,0,1
1578572052,0,2
1578575656,2,0
1578576492,4,0
1578577346,1,0
1578579253,1,0
1578580092,12,0
1578582854,2,2
1578583694,1,0
1578585001,1,0
1578586214,2,0
1578587714,0,2
1578591016,1,0
1578593168,2,0
1578594614,0,1
1578595348,0,1
1578598509,1,0
1578604454,0,1
1578606613,1,0
1578609017,1,0
1578610884,3,0
1578612913,0,1
1578614437,1,0
1578620533,0,1
1578621888,0,1
1578626054,0,2
1578627267,1,0
1578628889,0,1
1578631813,1,3
1578634799,1,1
1578636615,1,1
1578637819,0,2
1578640215,8,0
1578641399,1,4
1578642623,1,0
1578645612,2,0
1578648495,1,0
1578651316,0,3
1578652934,3,0
1578658008,1,0
1578659419,1,0
1578661822,0,1
1578663726,1,1
1578665653,0,1
1578668052,0,1
1578672914,1,0
1578676221,0,2
1578681734,1,1
1578683407,0,1
1578692975,1,0
1578698117,1,0
1578699314,2,0
1578703215,0,1
1578705015,1,0
1578710532,0,2
1578716052,0,1
1578717742,0,1
1578724814,1,0
1578728115,0,1
1578729314,1,0
1578734114,0,1
1578735266,0,1
1578736902,1,0
1578738015,1,1
1578741252,1,1
1578749292,1,0
1578750915,1,3
1578755414,0,3
1578764197,1,4
1578766518,2,0
1578768136,1,0
1578768972,1,0
1578770114,1,0
1578772572,0,2
1578776172,1,1
1578779776,1,0
1578780853,0,1
1578783372,0,1
1578787815,1,0
1578790572,0,4
1578793515,1,0
1578797714,1,0
1578799692,2,1
1578804134,0,1
1578807447,0,1
1578809416,1,1
1578810492,1,0
1578811331,0,2
1578814223,0,4
1578816373,0,2
1578818548,2,0
1578819372,1,0
1578822612,1,0
1578823814,0,1
1578825736,1,0
1578827651,1,7
1578831316,1,0
1578832816,3,1
1578834854,1,0
1578838221,1,0
1578843732,1,0
1578846492,0,1
1578848960,0,1
1578850948,0,1
1578856214,0,16
1578857415,0,2
1578858133,1,0
1578860052,2,1
1578861736,4,1
1578862571,1,0
1578863693,5,0
1578867256,1,0
1578869687,2,1
1578870851,1,0
1578874516,2,0
1578876018,1,2
1578877815,1,1
1578880211,3,1
1578881422,2,2
1578883335,1,1
1578885019,1,1
1578888853,1,0
1578890414,0,1
1578891978,1,1
1578893416,1,0
1578894615,2,1
1578895814,1,1
1578897734,0,2
1578898572,8,0
1578904464,1,1
1578905772,1,1
1578907696,3,1
1578908538,0,2
1578910455,4,1
1578912150,0,2
1578912973,1,0
1578915278,0,1
1578916947,1,3
1578918043,2,0
1578919333,0,1
1578921255,3,1
1578922832,0,1
1578924097,0,1
1578925217,1,0
1578926416,1,1
1578932116,1,0
1578933314,0,1
1578934514,2,0
1578935718,2,2
1578937333,0,3
1578940095,2,0
1578942853,0,1
1578944346,2,2
1578945546,0,1
1578950892,1,1
1578952573,1,1
1578953714,1,0
1578954914,1,1
1578958209,2,1
1578960616,0,1
1578961693,2,0
1578963634,0,3
1578964815,1,0
1578966015,0,1
1578967822,2,1
1578969015,1,0
1578970129,3,0
1578971257,0,2
1578973333,1,0
1578975015,1,0
1578977533,6,1
1578980538,1,4
1578982457,0,1
1578983715,0,1
1578985499,1,0
1578987194,2,1
1578988573,1,0
1578989654,0,2
1578990915,0,1
1578992049,1,0
1578994936,0,3
1578996612,0,1
1578998535,1,0
1579002913,0,1
1579005617,1,3
1579006847,1,0
1579009333,1,0
1579011272,1,0
1579012486,2,0
1579016115,1,2
1579017372,1,1
1579018516,0,1
1579019293,1,0
1579020915,1,1
1579023750,0,4
1579024573,1,0
1579025715,2,0
1579027013,1,2
1579030936,0,1
1579036062,3,0
1579037416,2,1
1579038613,1,0
1579040117,1,1
1579043282,1,1
1579044617,0,2
1579047014,2,0
1579048217,1,0
1579053375,1,1
1579054517,1,1
1579056133,0,5
1579059313,1,0
1579060771,2,1
1579063216,1,3
1579065257,1,2
1579066934,1,2
1579070535,3,0
1579071857,1,0
1579073292,2,0
1579074133,0,2
1579075729,2,0
1579076974,0,1
1579078515,1,1
1579079715,1,1
1579081329,1,1
1579083256,1,2
1579084950,0,1
1579086853,0,1
