DateTime,AddedIPs,RemovedIPs
1578607802,60,57
1578609004,69,90
1578610857,132,86
1578611643,26,0
1578612902,62,98
1578614405,78,114
1578615602,59,0
1578616803,84,125
1578617762,38,1
1578618903,42,65
1578620523,55,120
1578621879,72,54
1578623283,52,0
1578626043,123,197
1578627247,53,73
1578628874,79,89
1578630483,66,0
1578631803,67,124
1578633242,66,61
1578634789,71,106
1578636603,89,59
1578637804,60,126
1578640202,108,120
1578641389,44,150
1578642609,51,36
1578644042,0,20021
1578645602,19958,0
1578647643,80,62
1578648485,49,1
1578650163,72,131
1578651304,51,45
1578652923,86,151
1578654603,68,74
1578656525,88,138
1578657997,62,80
1578659403,52,108
1578661810,109,110
1578663005,49,94
1578663722,0,19730
1578664563,19754,0
1578665643,47,81
1578666482,48,0
1578668039,67,143
1578669243,50,100
1578670418,50,129
1578672904,104,97
1578673683,31,1
1578674522,41,111
1578676202,77,66
1578678123,84,142
1578679401,67,73
1578681724,86,153
1578683403,0,19410
1578684603,19387,0
1578686165,66,29
1578687243,41,65
1578688923,73,172
1578690603,73,56
1578691806,70,78
1578692965,50,35
1578694202,54,59
1578695358,52,81
1578696870,63,30
1578698103,47,73
1578699303,44,93
1578700564,48,28
1578701643,51,54
1578703205,68,154
1578705004,79,57
1578706203,47,105
1578707762,73,38
1578708903,51,71
1578710522,58,156
1578711362,28,0
1578713283,61,65
1578714123,27,137
1578716043,64,89
1578717732,65,96
1578718563,26,0
1578719705,51,62
1578721202,50,113
1578722162,29,1
1578723243,45,86
1578724802,66,135
1578725762,44,0
1578726843,45,73
1578728106,50,125
1578729302,38,29
1578730443,56,62
1578732122,81,130
1578732963,45,0
1578734104,49,41
1578735256,48,82
1578736886,77,74
1578738002,57,1
1578739147,49,93
1578741242,90,56
1578742502,59,76
1578743763,47,29
1578744843,45,56
1578745682,47,0
1578747362,65,114
1578748505,46,50
1578749283,42,1
1578750903,55,129
1578752103,48,60
1578753724,66,99
1578755404,65,84
1578756484,46,0
1578758302,86,174
1578760082,64,4
1578761313,51,102
1578762844,68,61
1578764188,53,80
1578765363,39,29
1578766503,45,66
1578768124,87,91
1578768963,57,1
1578770103,84,49
1578770883,59,2
1578772563,92,95
1578773703,74,53
1578774482,17,0
1578776162,59,108
1578777304,34,61
1578778925,67,102
1578779763,26,0
1578780842,52,120
1578781682,29,0
1578783363,38,104
1578784503,43,78
1578785703,36,84
1578787803,66,111
1578788882,60,0
1578790562,69,91
1578791704,52,68
1578793503,82,107
1578794419,21,83
1578795603,50,0
1578796083,27,0
1578797703,65,102
1578799682,85,65
1578802205,113,172
1578804123,90,126
1578806042,65,71
1578807435,52,83
1578809403,78,88
1578809643,8,0
1578810483,28,0
1578811322,27,117
1578813004,68,63
1578814211,45,73
1578816363,89,83
1578817503,55,1
1578818536,49,119
1578819362,29,1
1578819622,9,49
1578820446,39,1
1578822603,96,127
1578823804,55,71
1578825723,76,108
1578827642,86,69
1578829323,54,104
1578830163,55,1
1578831303,64,65
1578832804,78,129
1578834842,80,71
1578836737,81,125
1578838202,76,50
1578839283,39,0
1578841103,88,159
1578842042,39,3
1578842884,39,2
1578843722,57,122
1578846482,125,49
1578847803,57,140
1578848950,66,59
1578849243,13,0
1578850935,76,98
1578852358,73,56
1578853694,70,0
1578856203,87,509
1578857404,122,76
1578858122,78,28
1578860042,203,51
1578861723,166,113
1578862563,72,0
1578863683,94,45
1578864903,81,71
1578865323,16,25
1578867243,109,52
1578869678,138,104
1578870839,96,54
1578872533,219,103
1578873363,46,0
1578874503,82,50
1578876004,117,111
1578877804,98,60
1578878044,13,1
1578880203,157,115
1578881404,89,45
1578881645,21,0
1578883324,116,76
1578885004,197,59
1578886083,104,1
1578888843,178,118
1578890403,79,101
1578891966,81,47
1578893403,97,69
1578894603,67,23
1578895803,58,45
1578897723,94,90
1578898563,51,0
1578899642,116,59
1578900904,109,95
1578902103,56,31
1578903303,84,62
1578904453,57,91
1578905763,89,22
1578907682,171,66
1578908525,41,114
1578910443,101,62
1578912139,74,128
1578912962,55,1
1578914043,54,54
1578915269,73,87
1578916917,87,86
1578918034,61,2
1578918483,15,0
1578919324,39,126
1578921243,92,59
1578922822,100,105
1578924073,65,44
1578925205,61,1
1578926405,83,126
1578927522,69,48
1578928802,85,7
1578930003,71,102
1578930963,52,2
1578932103,60,50
1578933304,68,74
1578934503,60,32
1578935703,84,58
1578937323,84,170
1578938162,52,0
1578940083,183,81
1578942843,155,252
1578944334,69,95
1578945525,55,50
1578946803,73,9
1578948131,70,83
1578948962,41,0
1578950882,148,49
1578952563,84,105
1578953702,66,38
1578954904,84,57
1578956506,81,77
1578957602,62,0
1578958932,0,19826
1578960603,19836,0
1578961683,58,1
1578963622,75,166
1578964803,59,0
1578966002,61,84
1578967802,77,50
1578969004,45,84
1578970120,40,33
1578971247,66,69
1578972483,57,0
1578973323,63,95
1578975003,74,55
1578976153,0,19874
1578977763,19934,0
1578978905,68,47
1578980524,124,86
1578982443,91,57
1578983703,47,71
1578985489,134,73
1578987181,84,79
1578988563,66,22
1578989643,53,62
1578990903,61,68
1578992036,56,22
1578992426,20,54
1578993604,60,0
1578994923,71,99
1578996603,108,62
1578998523,110,96
1579000444,85,72
1579001703,62,85
1579002902,46,35
1579004045,65,61
1579005603,62,102
1579006833,93,64
1579007643,47,2
1579008483,39,0
1579009322,37,109
1579010162,40,1
1579011262,56,57
1579012476,65,82
1579013742,74,35
1579014844,66,76
1579016103,81,97
1579017362,71,20
1579018502,62,51
1579019282,72,0
1579020902,87,121
1579022103,44,57
1579023735,93,165
1579024562,44,0
1579025703,57,57
1579026999,97,99
1579029244,116,124
1579030923,97,152
1579031763,48,1
1579032843,56,84
1579034403,74,116
1579036052,77,59
1579037404,81,92
1579038602,55,30
1579038963,14,0
1579040105,55,68
1579040887,28,0
1579043273,114,316
1579044603,57,116
1579047003,120,113
1579048204,56,102
1579048945,25,38
1579050496,78,91
1579051683,64,0
1579053365,80,145
1579054503,67,91
1579055284,53,0
1579056123,92,269
1579056962,87,0
1579058104,73,94
1579059302,70,108
1579060742,87,106
1579061643,49,0
1579063202,79,134
1579065244,102,61
1579066922,86,104
1579068603,108,60
1579070524,121,226
1579071847,66,59
1579073283,62,3
1579074123,46,140
1579075719,89,78
1579076964,58,124
1579078503,89,33
1579079703,55,63
1579081321,0,19720
1579083243,19722,0
1579084937,73,120
1579086843,90,73
